Time (s),EMG_Relaxed (mV),EMG_Contracted (mV)
0.027834749487254614,-0.07321769426135369,-0.09836955747285156
0.028323078425627504,-0.07743811925701345,-0.11497982913459166
0.02881140736400039,-0.0744664699816528,-0.13313470398765131
0.02929973630237328,-0.07079977174530214,-0.14532416164520684
0.029788065240746165,-0.06782081980049594,-0.13777842596895962
0.030276394179119055,-0.06510466971795237,-0.12200155427401534
0.03076472311749194,-0.06204763818979406,-0.10619933395273719
0.03125305205586483,-0.056530622146872184,-0.07731986369563423
0.03174138099423772,-0.04771768261691038,-0.029942887625379673
0.03222970993261061,-0.034156048670364876,0.018583349079767726
0.03271803887098349,-0.018143370273457374,0.04399860682964536
0.03320636780935638,-0.0039378552720041584,0.04289615036369998
0.03369469674772927,0.005908884795430354,0.03255406246890183
0.03418302568610216,0.013089456341452912,0.025913655726202803
0.03467135462447504,0.027339165709650493,0.03384806478622061
0.03515968356284793,0.047134575262566855,0.06450111728530283
0.03564801250122082,0.05966334632993742,0.10217123762079489
0.03613634143959371,0.06454165037251745,0.12360605213121384
0.0366246703779666,0.06672647281010782,0.1281081938483384
0.03711299931633948,0.07014682884732883,0.12528672774136715
0.03760132825471237,0.07742702225151096,0.11084646044619674
0.03808965719308526,0.0814366847998651,0.07312412655057558
0.03857798613145815,0.07697820813538628,0.026491484882524736
0.039066315069831034,0.06608944944666634,0.005736973285385666
0.039554644008203924,0.05263944983812134,0.009555557710369617
0.04004297294657681,0.04285340737983137,0.0006471695179976131
0.0405313018849497,0.03819279192794479,-0.033712004125110384
0.04101963082332259,0.031889205615249924,-0.06990511044985831
0.041507959761695475,0.014952867608882389,-0.082407437578722
0.041996288700068364,-0.007743621568283012,-0.059430722378957065
0.042484617638441254,-0.021196606203792774,-0.011417850171752949
0.04297294657681414,-0.02680179316463415,0.03234288910109172
0.04346127551518703,-0.03581768889331518,0.0544197149730797
0.043949604453559915,-0.04976315221792546,0.05912866383322847
0.044437933391932805,-0.06120103802632489,0.054028469914012486
0.044926262330305694,-0.06603771601528252,0.03559613567806842
0.045414591268678584,-0.07139787113167297,-0.007129719235980769
0.045902920207051466,-0.07986230263227471,-0.07502717144160767
0.046391249145424356,-0.08214752798723568,-0.14440639294558633
0.046879578083797245,-0.07604306883802035,-0.17394241685016032
0.047367907022170135,-0.0685815465012698,-0.15056038692162765
0.047856235960543024,-0.06159214385603881,-0.11127780699281795
0.04834456489891591,-0.052638050010083495,-0.08889703383659962
0.048832893837288796,-0.04237129416949112,-0.07282579547717982
0.049321222775661686,-0.031325131012303,-0.04297096202425636
0.049809551714034575,-0.016497765516418125,-0.008953890959062398
0.05029788065240746,0.0021379461009994175,0.008053705123776499
0.05078620959078035,0.019431635230368415,0.008168874055689425
0.05127453852915324,0.030743612261489688,0.0052693475605238745
0.051762867467526126,0.03791169335053482,0.008246073401209301
0.052251196405899016,0.04926426096416919,0.01739112427040833
0.0527395253442719,0.06333156007076385,0.029352631219076712
0.05322785428264479,0.06989145835606271,0.04007212796331611
0.05371618322101768,0.07181115757201091,0.04546761687525031
0.05420451215939057,0.07518579972323436,0.047149073164748034
0.054692841097763456,0.07694152240134239,0.05234046914017837
0.05518117003613634,0.07610720526047754,0.06313080959304851
0.05566949897450923,0.07329963408038058,0.07077275817447908
0.05615782791288212,0.06678338382359461,0.0701490267589292
0.05664615685125501,0.05581945043691179,0.06782555686404258
0.05713448578962789,0.042564484578226126,0.06186717466484322
0.05762281472800078,0.030140545172176493,0.04345958963310605
0.05811114366637367,0.015932832260236743,0.02316788007327155
0.05859947260474656,-0.002515128287876111,0.018862650619795338
0.05908780154311945,-0.018941834254964287,0.02487607547581014
0.05957613048149233,-0.03005406465337098,0.02771486968023826
0.06006445941986522,-0.039251387331981594,0.024933717842859852
0.06055278835823811,-0.048563286703446736,0.001929920708603268
0.061041117296611,-0.05900207053095277,-0.05493578581455648
0.06152944623498388,-0.07079345347417282,-0.11961762002644048
0.06201777517335677,-0.08149292348634743,-0.14688715766994567
0.06250610411172966,-0.08527181403544613,-0.11945123269871737
0.06299443305010255,-0.08215997601977261,-0.06821840039047959
0.06348276198847544,-0.07836239418677225,-0.03631864938313821
0.06397109092684833,-0.07254687139457436,-0.026687461084646723
0.06445941986522122,-0.06340209636860744,-0.02239699666997537
0.0649477488035941,-0.0537929512031716,-0.020036033756196607
0.06543607774196698,-0.041709181398271525,-0.013164333224980986
0.06592440668033987,-0.02538746103464711,0.005902242737168023
0.06641273561871276,-0.008244477002802507,0.023019728885102068
0.06690106455708565,0.004650057232391247,0.012803901804403526
0.06738939349545854,0.01594389677694946,-0.024803344399921566
0.06787772243383143,0.03148087440559899,-0.05025867757328676
0.06836605137220432,0.044911892491064205,-0.03329483430781765
0.06885438031057721,0.05362924364636707,0.004491070420622377
0.06934270924895009,0.06617165907443663,0.03962266669690509
0.06983103818732297,0.07854788746213084,0.07920858399335458
0.07031936712569586,0.08190654309466001,0.11643367926375522
0.07080769606406875,0.07846595744494303,0.12738174274724612
0.07129602500244164,0.0740670316014197,0.10260053640956898
0.07178435394081453,0.07412973875457962,0.05995805280898528
0.07227268287918742,0.07526524501457206,0.03567657033512505
0.07276101181756031,0.06934876236229205,0.0402408089047514
0.0732493407559332,0.05944968555594999,0.05315887043235413
0.07373766969430608,0.0485997346205553,0.06385270859909989
0.07422599863267897,0.03346919242695066,0.0699995819751136
0.07471432757105186,0.017483991761210183,0.06234191813983242
0.07520265650942475,0.0058859410766666535,0.041011528516429606
0.07569098544779763,-0.0029185482410265086,0.016496087621872876
0.07617931438617052,-0.012310079793043919,-0.00829540441483016
0.07666764332454341,-0.0247271003690794,-0.03512466962411549
0.0771559722629163,-0.041348494141845396,-0.06064882945945235
0.07764430120128919,-0.059757491620256044,-0.07660362407509196
0.07813263013966207,-0.0734167525899003,-0.08251719543264537
0.07862095907803496,-0.07897736453130622,-0.09420627252511808
0.07910928801640785,-0.07913327392306825,-0.11249043493824075
0.07959761695478074,-0.07565394726842638,-0.10922904863300867
0.08008594589315363,-0.071845899239926,-0.07360513503638998
0.08057427483152652,-0.06877150790760261,-0.03177274480394863
0.0810626037698994,-0.06309775220900429,-0.013265717265788082
0.0815509327082723,-0.05797621984986866,-0.022874063530693635
0.08203926164664518,-0.053385161740452595,-0.039245617375940775
0.08252759058501807,-0.04222213037815167,-0.03734665673658253
0.08301591952339095,-0.0225016008401876,-0.015146586227149412
0.08350424846176384,0.0006408939950819006,0.010286083238830812
0.08399257740013673,0.015425416820921196,0.02946390685692497
0.08448090633850962,0.0195759244196494,0.04232351335779693
0.08496923527688251,0.026479316304452064,0.04760005924920073
0.0854575642152554,0.04027280829364583,0.05015144326608502
0.08594589315362829,0.05542286535508344,0.05912042192977432
0.08643422209200118,0.06898185242995974,0.07286531391111088
0.08692255103037407,0.07580406105993813,0.08085192733416342
0.08741087996874694,0.07631773317052218,0.07646872412415572
0.08789920890711983,0.07779334125830482,0.055569830900825005
0.08838753784549272,0.08037481131906105,0.014548049380568306
0.08887586678386561,0.07808463001351791,-0.032663322939296496
0.0893641957222385,0.06768413129892525,-0.05276958542315739
0.08985252466061139,0.05474438541630413,-0.030189141415225024
0.09034085359898428,0.04626208247287933,0.010180835918413511
0.09082918253735717,0.03838531133076818,0.028034696966416865
0.09131751147573006,0.026526304463127558,0.004838205663511907
0.09180584041410293,0.013690798102117197,-0.042041253058744024
0.09229416935247582,0.00038503873082793277,-0.08246036628136119
0.09278249829084871,-0.01593295663491747,-0.10590340761950684
0.0932708272292216,-0.03441071400584749,-0.11756100406687267
0.09375915616759449,-0.05036850153801284,-0.10804297753058387
0.09424748510596738,-0.05954868106144858,-0.06106947931909855
0.09473581404434027,-0.06591032584539656,0.0030651279695533135
0.09522414298271316,-0.07271277318135169,0.04178072560416807
0.09571247192108605,-0.07696591880422221,0.04538420671325606
0.09620080085945892,-0.08145181104340167,0.03424724513553182
0.09668912979783181,-0.08630940469742293,0.017981575197295208
0.0971774587362047,-0.08555344299497035,-0.00852740027534657
0.09766578767457759,-0.07703791531725383,-0.0408964392613798
0.09815411661295048,-0.0635038940956519,-0.0624008252320448
0.09864244555132337,-0.05333002530923469,-0.06356139159640864
0.09913077448969626,-0.04673936812010348,-0.051963783163865955
0.09961910342806915,-0.035192602969856296,-0.0406341126760607
0.10010743236644204,-0.01896046857374791,-0.03773040562450765
0.10059576130481492,-0.0028224104125717238,-0.04313633991391966
0.1010840902431878,0.011607938937347942,-0.04737446823659258
0.1015724191815607,0.025255255531940846,-0.04098754626100526
0.10206074811993358,0.039228983800825935,-0.026135413415202903
0.10254907705830647,0.052301511728710615,-0.007160695145320133
0.10303740599667936,0.06162531653802247,0.025947734594769643
0.10352573493505225,0.06523792633375727,0.07597950906221314
0.10401406387342514,0.06782605902688682,0.12003879446153368
0.10450239281179803,0.07483846330886433,0.13246417007214945
0.1049907217501709,0.08195355769699798,0.11194588592627336
0.1054790506885438,0.0826428684119328,0.09099479161954417
0.10596737962691669,0.07838917909754764,0.10110301893935818
0.10645570856528958,0.07432900695493845,0.12731231318585307
0.10694403750366246,0.06795184449736379,0.12808500552203536
0.10743236644203535,0.05554080515178147,0.09694179103601158
0.10792069538040824,0.04238708746052028,0.07250999270125745
0.10840902431878113,0.0285120779034517,0.07962071903498003
0.10889735325715402,0.008730097063782674,0.09783073434862795
0.10938568219552691,-0.01308506718298092,0.1016800496505709
0.10987401113389979,-0.03112116566840626,0.09413957942538637
0.11036234007227268,-0.045031160902590864,0.08557884423258305
0.11085066901064557,-0.05563996129412837,0.06514256751231937
0.11133899794901846,-0.06207373760509647,0.012910766364938958
0.11182732688739135,-0.06778255790999563,-0.06750640913425417
0.11231565582576424,-0.07731694929078547,-0.14970452842560794
0.11280398476413712,-0.08628128748871902,-0.20746291464113994
0.11329231370251001,-0.0883934423839894,-0.2258916568857422
0.1137806426408829,-0.0829456780770859,-0.2106385040781195
0.11426897157925578,-0.07346152519753181,-0.18643516918401365
0.11475730051762867,-0.06335919697068315,-0.16993109698663533
0.11524562945600156,-0.05342923309443459,-0.1494701614966331
0.11573395839437445,-0.043907048701299814,-0.10881815750547928
0.11622228733274734,-0.03478862498523006,-0.05682565611554662
0.11671061627112023,-0.02592751790457471,-0.011701969054895208
0.11719894520949312,-0.014796041982657654,0.02146940099713552
0.117687274147866,0.0021039849444161422,0.05068850087378415
0.1181756030862389,0.021747893681829198,0.08285893942563616
0.11866393202461177,0.037077294421270564,0.10769177552668836
0.11915226096298466,0.04554965206440954,0.11304637956686313
0.11964058990135755,0.053155330920564584,0.1049744202903276
0.12012891883973044,0.06477897998179047,0.09613604661564899
0.12061724777810333,0.07514801558510022,0.08708460006814009
0.12110557671647622,0.07996072647005545,0.0652627605548438
0.12159390565484911,0.07986740317700772,0.034252209050215886
0.122082234593222,0.0785964599867032,0.026036521528497177
0.12257056353159489,0.07837766111556381,0.054586418198529
0.12305889246996776,0.07188392902151451,0.09066802632462762
0.12354722140834065,0.05716036073908135,0.10193799166192348
0.12403555034671354,0.041303690041875354,0.0843837280015158
0.12452387928508643,0.027110912444423145,0.05064765269719144
0.12501220822345932,0.014231751244134911,0.01269493890864293
0.1255005371618322,0.0006448930807805616,-0.019003792772449
0.1259888661002051,-0.012082255048166091,-0.03550880947773438
0.126477195038578,-0.021578948804710438,-0.04010600046195961
0.12696552397695088,-0.03363906090167103,-0.048291720007563176
0.12745385291532377,-0.05058555810687142,-0.06745532926076483
0.12794218185369666,-0.06640082790330462,-0.0821154563415308
0.12843051079206955,-0.07376802141132159,-0.07416756490529011
0.12891883973044244,-0.07408850678099715,-0.054616841074108996
0.12940716866881533,-0.07798490268519566,-0.048950814204761876
0.1298954976071882,-0.08606008371907761,-0.060033916034788276
0.13038382654556108,-0.0865998528714276,-0.06327663232784979
0.13087215548393397,-0.07218680926936183,-0.04056292447287967
0.13136048442230686,-0.054388450074910236,-0.012205889269678943
0.13184881336067975,-0.050163904762607445,-0.007254251337960489
0.13233714229905263,-0.05310223545087489,-0.022854934072642254
0.13282547123742552,-0.04610552505893452,-0.03921123535992883
0.1333138001757984,-0.027495505681301297,-0.04734367875406836
0.1338021291141713,-0.008052862608341389,-0.04666643293266638
0.1342904580525442,0.007156027634721929,-0.030838978740529703
0.13477878699091708,0.021607314231511937,-0.00014023235744918192
0.13526711592928997,0.03521763353494067,0.029685694566882352
0.13575544486766286,0.04772178731239366,0.052147156027884785
0.13624377380603575,0.05972211935112815,0.07312836394332983
0.13673210274440864,0.06862593619353473,0.08789769486958549
0.13722043168278153,0.07404055745998389,0.08791360062282813
0.13770876062115442,0.07550084838122968,0.08391930107976248
0.1381970895595273,0.07409659201628253,0.08783249033690511
0.13868541849790017,0.07329352654608336,0.08475691963234873
0.13917374743627306,0.07207884074706297,0.06218523457427441
0.13966207637464595,0.06802922720737947,0.03924607532234334
0.14015040531301884,0.059291117468150474,0.03319948155064628
0.14063873425139173,0.04623785198945868,0.03299605844774161
0.14112706318976462,0.03373436609264093,0.027927697133614537
0.1416153921281375,0.023881449294128845,0.02479412661469526
0.1421037210665104,0.01221805383593789,0.0229883255020059
0.1425920500048833,-0.004992815135789226,0.015284796546281919
0.14308037894325618,-0.023074388637156797,0.014089702087119294
0.14356870788162907,-0.038205831492883036,0.02726899687091161
0.14405703682000195,-0.05296642033903253,0.023838829843668058
0.14454536575837484,-0.06386422960108541,-0.023781720098990454
0.14503369469674773,-0.06687380870058336,-0.0908806313207596
0.14552202363512062,-0.0676292383518439,-0.1355412408733398
0.1460103525734935,-0.0717164551685631,-0.15271267026148583
0.1464986815118664,-0.07748478844075257,-0.1670358260381838
0.1469870104502393,-0.08100783248249965,-0.18823898603754935
0.14747533938861215,-0.08234880006646099,-0.1973115972052052
0.14796366832698504,-0.07951170271887158,-0.17480683670930797
0.14845199726535793,-0.06784557689907898,-0.12291463283589721
0.14894032620373082,-0.050962054647280465,-0.06891511601109294
0.1494286551421037,-0.03508284940018656,-0.043476384693434726
0.1499169840804766,-0.023888048091155186,-0.03918869991323242
0.1504053130188495,-0.016469788921930267,-0.019213811760781633
0.15089364195722238,-0.004784580345800923,0.027934935402097908
0.15138197089559527,0.012971081441983914,0.07739378603660176
0.15187029983396816,0.03322945845589293,0.10165452706683435
0.15235862877234105,0.052387816345371825,0.09507228051956443
0.15284695771071394,0.06412413828063199,0.07447966825791097
0.15333528664908683,0.06895952025553333,0.060390378241352766
0.15382361558745972,0.07376994058378238,0.05820112537859947
0.1543119445258326,0.08146949037656592,0.055204761246564385
0.1548002734642055,0.08688938537869804,0.0402864995142684
0.15528860240257839,0.08624050915798856,0.023438953138224264
0.15577693134095127,0.08508213123969545,0.018292854630717205
0.15626526027932414,0.08251506792989083,0.02246602240158753
0.15675358921769703,0.0716065249088731,0.02998722930009505
0.15724191815606992,0.054265908809204524,0.03706536729799639
0.1577302470944428,0.03809060322810918,0.036111545524375684
0.1582185760328157,0.027405365893304577,0.028333516487084386
0.15870690497118858,0.01718782922764073,0.022231661581211162
0.15919523390956147,0.004138935997287181,0.009707122527812027
0.15968356284793436,-0.007858248606780836,-0.020529478881171438
0.16017189178630725,-0.02017494084550965,-0.05285995154604306
0.16066022072468014,-0.035778400126851184,-0.06423681483862681
0.16114854966305303,-0.05174413221038826,-0.05520595339162639
0.16163687860142592,-0.06251070331431667,-0.03724246691694553
0.1621252075397988,-0.06870194477856324,-0.015065928394729047
0.1626135364781717,-0.07603880571690848,0.004906273436091943
0.1631018654165446,-0.08067914529606343,0.008984975813217444
0.16359019435491748,-0.07661069107115137,-0.010215092633124076
0.16407852329329037,-0.06973982748968949,-0.04178755877534217
0.16456685223166326,-0.06669408190006479,-0.06182163606208571
0.16505518117003615,-0.06397224302741905,-0.056142827832758584
0.165543510108409,-0.056195879050613226,-0.04011069778757135
0.1660318390467819,-0.04421617687793678,-0.03065936114340147
0.1665201679851548,-0.030839800317634163,-0.016545262573452305
0.16700849692352768,-0.017265118907146035,0.008364388540967636
0.16749682586190057,-0.0024715920410893584,0.029744306778015605
0.16798515480027346,0.01446230233145979,0.04406980123815305
0.16847348373864635,0.027437567877058776,0.051513904873395716
0.16896181267701924,0.032741729718360986,0.04061777626048834
0.16945014161539212,0.041152750332039294,0.024133028986994057
0.16993847055376501,0.05916001817205222,0.04066944892033567
0.1704267994921379,0.07552764058752268,0.08072986053580262
0.1709151284305108,0.08261966702397525,0.07515582078615661
0.17140345736888368,0.08438704975325134,0.009997759038919252
0.17189178630725657,0.08118424812571544,-0.029398825692380587
0.17238011524562946,0.07371833406162104,0.007408397293216143
0.17286844418400235,0.06839628325591322,0.0623641089775899
0.17335677312237524,0.06539861746877366,0.06869591746669913
0.17384510206074813,0.05883681721698011,0.03508883211470737
0.174333430999121,0.04779557804699964,0.015977892450131783
0.17482175993749388,0.036905589139887805,0.030529450414299157
0.17531008887586677,0.025778959399226295,0.04406454200194336
0.17579841781423966,0.010059469900194334,0.029013714967333726
0.17628674675261255,-0.005613421374850803,-0.0049787677621880855
0.17677507569098544,-0.016590165860949586,-0.03466485390408279
0.17726340462935833,-0.02991534790557504,-0.04575282038734869
0.17775173356773122,-0.048767350744366014,-0.04053062392451195
0.1782400625061041,-0.06455986190100071,-0.03774978318757872
0.178728391444477,-0.07325499096054358,-0.05745070011733053
0.1792167203828499,-0.08058622064393886,-0.09237222994173307
0.17970504932122278,-0.08477166170552246,-0.10724733932414095
0.18019337825959567,-0.07964500788921729,-0.08296847988485653
0.18068170719796856,-0.07193841989795614,-0.04747275302949368
0.18117003613634144,-0.06767719325516444,-0.03530203694702923
0.18165836507471433,-0.06340941208527683,-0.03731625627344665
0.18214669401308722,-0.05578620946860798,-0.03442045725504759
0.1826350229514601,-0.044579879717023096,-0.03440763617241453
0.18312335188983297,-0.03317976963830494,-0.04286350170587634
0.18361168082820586,-0.021975912973529174,-0.05086922887008809
0.18410000976657875,-0.009943699944531436,-0.04660594300181746
0.18458833870495164,0.0032802108496860364,-0.017355503108877828
0.18507666764332453,0.0214503401755096,0.03408287222456117
0.18556499658169742,0.04051166543360159,0.07838908318665429
0.1860533255200703,0.05409220415075829,0.08971610444603173
0.1865416544584432,0.06526825939508314,0.07902218515701988
0.1870299833968161,0.07420252158597682,0.0753421273341903
0.18751831233518898,0.0780770576548778,0.08713805388918563
0.18800664127356187,0.07729427179203321,0.1008919323929905
0.18849497021193476,0.07358145771344171,0.10332085798263432
0.18898329915030765,0.07165354727927578,0.09738399168114191
0.18947162808868054,0.07215704290820468,0.10078811193596016
0.18995995702705343,0.06928188147266617,0.12238216407187066
0.19044828596542632,0.05888619480195244,0.14359416738158512
0.1909366149037992,0.04501902308855433,0.13757125331482808
0.1914249438421721,0.035391079780276544,0.10080176895969029
0.19191327278054499,0.02432275036446793,0.054899014480666516
0.19240160171891785,0.005297822071426012,0.020531531972102317
0.19288993065729074,-0.012345474348786932,0.00044508847291098094
0.19337825959566363,-0.023671105093281353,-0.013045711474578402
0.19386658853403652,-0.03449842980772685,-0.02960017697347613
0.1943549174724094,-0.04749409288023886,-0.05348087305909818
0.1948432464107823,-0.058398060639305395,-0.07941103833911549
0.19533157534915518,-0.0637302877739352,-0.09713012532668527
0.19581990428752807,-0.06847454819498285,-0.09411011294094866
0.19630823322590096,-0.07669747321818635,-0.0734948735479565
0.19679656216427385,-0.08423844092276378,-0.058061401774607425
0.19728489110264674,-0.08543194464007456,-0.05030353678808129
0.19777322004101963,-0.07811094404674854,-0.03251299456998484
0.19826154897939252,-0.06776535230175049,-0.012821704259521643
0.1987498779177654,-0.060269843089975156,-0.010697464698482512
0.1992382068561383,-0.0539260710275842,-0.01651720272676393
0.1997265357945112,-0.04640577244379769,-0.023399460211703693
0.20021486473288408,-0.0340849559042066,-0.047647177807246255
0.20070319367125697,-0.015962561919807213,-0.0843555275878758
0.20119152260962983,0.0015283265299453454,-0.10019919685735557
0.20167985154800272,0.016534564808231192,-0.06701166342823525
0.2021681804863756,0.03274944098492939,0.0029244682641599816
0.2026565094247485,0.04964467744469246,0.05083513958718445
0.2031448383631214,0.06199544607748848,0.04021476325754812
0.20363316730149428,0.06926638833128144,0.0025739749878485665
0.20412149623986717,0.07554190422188228,-0.012906135256218587
0.20460982517824006,0.07844066597026347,0.006550599130900253
0.20509815411661295,0.07591310113958871,0.039014277519775896
0.20558648305498584,0.07415735204177545,0.060698952371737135
0.20607481199335873,0.07450989016066571,0.06988990222241755
0.20656314093173161,0.07109066312975759,0.07660601642573056
0.2070514698701045,0.06462710080742037,0.07809978708250515
0.2075397988084774,0.05634954935139044,0.06491504374014168
0.20802812774685028,0.04208543057214959,0.045941997901297646
0.20851645668522317,0.026206081880434648,0.032634933552250105
0.20900478562359606,0.013624070942965551,0.01414529056674818
0.20949311456196895,-0.00042369720353362735,-0.013623426274472338
0.2099814435003418,-0.018057434977092977,-0.03260146923811571
0.2104697724387147,-0.03482749131006331,-0.03547128328034456
0.2109581013770876,-0.04509223733622472,-0.03443040451100468
0.21144643031546048,-0.05043474019624627,-0.04044321326245307
0.21193475925383337,-0.05813234867677069,-0.050209204582626815
0.21242308819220626,-0.0687186318226487,-0.05685997439408056
0.21291141713057915,-0.07548209751142756,-0.07436211449749174
0.21339974606895204,-0.07457742921698661,-0.11500842923969554
0.21388807500732493,-0.07173023855809316,-0.14564898459970552
0.21437640394569782,-0.07227245749101745,-0.12355222792206434
0.2148647328840707,-0.07220811475164662,-0.06170547877846011
0.2153530618224436,-0.0668617490425654,-0.013544984739831643
0.2158413907608165,-0.05649714122893852,-0.003329193942595045
0.21632971969918938,-0.04505373685462376,-0.009303948590683939
0.21681804863756227,-0.03319815221146409,-0.016428576865371157
0.21730637757593516,-0.017240994057412317,-0.026044164156690933
0.21779470651430805,1.049112149706247e-05,-0.017974629892617815
0.21828303545268093,0.01422751289124848,0.02249307831664719
0.21877136439105382,0.028136044102522295,0.061579977164733145
0.21925969332942669,0.04391203627176989,0.05779286218380583
0.21974802226779958,0.057895785474914495,0.020767121869277583
0.22023635120617246,0.06639296723261033,-0.00250504998988961
0.22072468014454535,0.07159963529777912,0.012923777282013833
0.22121300908291824,0.07433788110413876,0.04687794202963494
0.22170133802129113,0.0726519246913938,0.06723245275125427
0.22218966695966402,0.07085007657544162,0.06851793717349786
0.2226779958980369,0.07156702563495415,0.06975601522874011
0.2231663248364098,0.06923288866115883,0.07868080833952283
0.2236546537747827,0.06043554346618191,0.07938323555775716
0.22414298271315558,0.05051703166520026,0.06182164145925416
0.22463131165152847,0.043877760732508736,0.03791577767060897
0.22511964058990136,0.034801847668076445,0.024300418951836624
0.22560796952827425,0.02113114778774285,0.02487735391484333
0.22609629846664714,0.00537680007887037,0.029588364117035203
0.22658462740502003,-0.014097319708520663,0.024737113192000657
0.22707295634339292,-0.030461999849478987,0.002722320565027473
0.2275612852817658,-0.03774986220998618,-0.02806647982088665
0.22804961422013867,-0.04287945417307263,-0.05005849776873992
0.22853794315851156,-0.05098602495121029,-0.06348631860592052
0.22902627209688445,-0.06202144837734565,-0.07772644560025585
0.22951460103525734,-0.06992147621321422,-0.09039482285482274
0.23000292997363023,-0.0713317856096674,-0.10188325796827082
0.23049125891200312,-0.07637439089824562,-0.11572859093459198
0.230979587850376,-0.08321059731501479,-0.12657839878180283
0.2314679167887489,-0.07740561904034324,-0.12596720559120334
0.23195624572712178,-0.06316525569775167,-0.10134861975734699
0.23244457466549467,-0.0525828375617898,-0.04716293208449719
0.23293290360386756,-0.04527017330319888,0.015015450248281374
0.23342123254224045,-0.03506729332472227,0.047859710668275685
0.23390956148061334,-0.02213207086776812,0.03406630001255613
0.23439789041898623,-0.0109400299360976,0.006546319348658286
0.23488621935735912,0.0018024861852981994,0.012845429071280785
0.235374548295732,0.02225986316764008,0.05057370579361316
0.2358628772341049,0.046449374590273845,0.0829989465661897
0.2363512061724778,0.06043487475422312,0.09690267537760695
0.23683953511085065,0.06038791548676486,0.1073519385748686
0.23732786404922354,0.06272725582642158,0.11927224615099977
0.23781619298759643,0.07431271362491536,0.12036157413428253
0.23830452192596932,0.08301150804041484,0.10450501384608232
0.2387928508643422,0.08454853696735805,0.07643890626523052
0.2392811798027151,0.08166838201287234,0.04575456180474417
0.239769508741088,0.07248865500636434,0.023062064935558443
0.24025783767946088,0.060741750629638366,0.012980047116079974
0.24074616661783377,0.055341313076706804,0.01405259387907213
0.24123449555620666,0.05370265812835239,0.024065663235288814
0.24172282449457955,0.04562351975975455,0.04073038588687922
0.24221115343295244,0.02745390637226909,0.057502569225056456
0.24269948237132533,0.003445822712996642,0.05800909568249196
0.24318781130969822,-0.013609523358009714,0.026107627585727537
